@relation SMILEfeatures

@attribute name string
@attribute pcm_LOGenergy_sma_linregerrA numeric
@attribute pcm_LOGenergy_sma_qregc3 numeric
@attribute pcm_LOGenergy_sma_linregerrA numeric

@data
'fixed_2 Liudesys_57',2.35557,-17.88672,2.35557
'fixed_2 Liudesys_58',1.677023,-17.58594,1.677023
'fixed_2 Liudesys_59',2.105647,-17.375,2.105647
'fixed_2 Liudesys_60',2.026982,-18.12355,2.026982
'fixed_2 Liudesys_61',2.258559,-18.12899,2.258559
'fixed_2 Liudesys_62',2.140092,-17.90219,2.140092
'fixed_2 Liudesys_63',1.700045,-17.42209,1.700045
'fixed_2 Liudesys_64',2.065215,-18.65841,2.065215
'fixed_2 Liudesys_65',1.843854,-15.88776,1.843854
'fixed_2 Liudesys_66',2.228066,-17.8706,2.228066
'fixed_2 Liudesys_67',1.908999,-17.85928,1.908999
'fixed_2 Liudesys_68',1.818316,-16.03796,1.818316
'fixed_2 Liudesys_69',1.67943,-16.63144,1.67943
'fixed_2 Liudesys_70',1.871793,-18.56416,1.871793
'fixed_2 Liudesys_71',1.77814,-17.77327,1.77814
'fixed_2 Liudesys_72',1.849118,-17.76824,1.849118
'fixed_2 Liudesys_73',1.607756,-18.04096,1.607756
'fixed_2 Liudesys_74',1.940891,-17.82206,1.940891
'fixed_2 Liudesys_75',1.904588,-17.51731,1.904588
'fixed_2 Liudesys_76',1.985815,-17.23227,1.985815
'fixed_2 Liudesys_77',1.794266,-15.05725,1.794266
'fixed_2 Liudesys_78',2.122084,-17.03998,2.122084
'fixed_2 Liudesys_79',1.924622,-16.97047,1.924622
'fixed_2 Liudesys_80',1.850249,-15.74375,1.850249
'fixed_2 Liudesys_81',1.599418,-17.69525,1.599418
'fixed_2 Liudesys_82',1.485266,-17.44382,1.485266
'fixed_2 Liudesys_83',2.0777,-15.4911,2.0777
'fixed_2 Liudesys_84',1.807526,-17.78662,1.807526
'fixed_2 Liudesys_85',1.702555,-17.86705,1.702555
'fixed_2 Liudesys_86',2.139212,-17.61362,2.139212
'fixed_2 Liudesys_87',2.391357,-17.48682,2.391357
'fixed_2 Liudesys_88',2.030725,-17.8923,2.030725
'fixed_2 Liudesys_89',2.191994,-18.41242,2.191994
'fixed_2 Liudesys_90',1.832088,-17.60001,1.832088
'fixed_2 Liudesys_91',2.339579,-18.03096,2.339579
'fixed_2 Liudesys_92',2.086743,-18.28226,2.086743
'fixed_2 Liudesys_93',2.218103,-17.14063,2.218103
'fixed_2 Liudesys_94',2.1558,-17.69716,2.1558
'fixed_2 Liudesys_95',1.895612,-17.68955,1.895612
'fixed_2 Liudesys_96',1.600417,-17.43655,1.600417
'fixed_2 Liudesys_97',1.499931,-15.33681,1.499931
'fixed_2 Liudesys_98',2.006434,-18.04585,2.006434
'fixed_2 Liudesys_99',1.939944,-17.57812,1.939944
'fixed_2 Neutrali_01',1.915424,-15.92635,1.915424
'fixed_2 Neutrali_02',1.815772,-13.56255,1.815772
'fixed_2 Neutrali_03',2.510225,-17.00817,2.510225
'fixed_2 Neutrali_04',2.404107,-18.5819,2.404107
'fixed_2 Neutrali_05',1.907294,-13.44398,1.907294
'fixed_2 Neutrali_06',2.157926,-12.99645,2.157926
'fixed_2 Neutrali_07',1.996403,-14.47817,1.996403
'fixed_2 Neutrali_08',2.723989,-16.27789,2.723989
'fixed_2 Neutrali_09',2.390834,-16.23561,2.390834
'fixed_2 Neutrali_10',2.865277,-18.73151,2.865277
'fixed_2 Neutrali_100',1.871334,-14.7047,1.871334
'fixed_2 Neutrali_11',2.491551,-16.14664,2.491551
'fixed_2 Neutrali_12',2.78231,-18.24966,2.78231
'fixed_2 Neutrali_13',2.526941,-17.48664,2.526941
'fixed_2 Neutrali_14',2.017801,-13.34307,2.017801
'fixed_2 Neutrali_15',2.274118,-14.16476,2.274118
'fixed_2 Neutrali_16',1.737662,-13.38238,1.737662
'fixed_2 Neutrali_17',2.122369,-14.13253,2.122369
'fixed_2 Neutrali_18',2.672614,-17.40946,2.672614
'fixed_2 Neutrali_19',2.59754,-18.39417,2.59754
'fixed_2 Neutrali_20',2.352987,-16.03854,2.352987
'fixed_2 Neutrali_21',2.829791,-18.84256,2.829791
'fixed_2 Neutrali_22',2.265042,-16.96498,2.265042
'fixed_2 Neutrali_23',2.37302,-14.98521,2.37302
'fixed_2 Neutrali_24',1.676851,-13.24551,1.676851
'fixed_2 Neutrali_25',1.916926,-14.28399,1.916926
'fixed_2 Neutrali_26',2.195771,-14.806,2.195771
'fixed_2 Neutrali_27',2.492754,-17.04518,2.492754
'fixed_2 Neutrali_28',2.53681,-17.31191,2.53681
'fixed_2 Neutrali_29',2.576778,-16.68378,2.576778
'fixed_2 Neutrali_30',2.001064,-12.1332,2.001064
'fixed_2 Neutrali_31',2.83301,-17.99792,2.83301
'fixed_2 Neutrali_32',1.979685,-14.88156,1.979685
'fixed_2 Neutrali_33',2.252474,-16.20364,2.252474
'fixed_2 Neutrali_34',2.000505,-13.9463,2.000505
'fixed_2 Neutrali_35',2.673321,-17.70471,2.673321
'fixed_2 Neutrali_36',2.627568,-18.16053,2.627568
'fixed_2 Neutrali_37',2.430233,-18.53424,2.430233
'fixed_2 Neutrali_38',2.55437,-16.40191,2.55437
'fixed_2 Neutrali_39',2.466034,-17.43429,2.466034
'fixed_2 Neutrali_40',2.851314,-17.76059,2.851314
'fixed_2 Neutrali_41',1.546891,-12.76959,1.546891
'fixed_2 Neutrali_42',2.127789,-17.00565,2.127789
'fixed_2 Neutrali_43',2.682717,-18.97287,2.682717
'fixed_2 Neutrali_44',2.833065,-18.60948,2.833065
'fixed_2 Neutrali_45',2.409971,-17.70777,2.409971
'fixed_2 Neutrali_46',2.380271,-17.79251,2.380271
'fixed_2 Neutrali_47',2.620368,-16.81102,2.620368
'fixed_2 Neutrali_48',2.569217,-18.34971,2.569217
'fixed_2 Neutrali_49',1.718223,-12.86252,1.718223
'fixed_2 Neutrali_50',2.194676,-17.1829,2.194676
'fixed_2 Neutrali_51',2.765946,-17.62741,2.765946
'fixed_2 Neutrali_52',2.437749,-18.23269,2.437749
'fixed_2 Neutrali_53',2.139982,-17.94444,2.139982
'fixed_2 Neutrali_54',2.562964,-17.62558,2.562964
'fixed_2 Neutrali_55',2.844552,-19.93306,2.844552
'fixed_2 Neutrali_56',2.005436,-13.89,2.005436
'fixed_2 Neutrali_57',2.560591,-17.58108,2.560591
'fixed_2 Neutrali_58',2.30016,-17.31459,2.30016
'fixed_2 Neutrali_59',2.597264,-18.78792,2.597264
'fixed_2 Neutrali_60',2.486015,-17.25075,2.486015
'fixed_2 Neutrali_61',2.415494,-19.00676,2.415494
'fixed_2 Neutrali_62',2.361586,-18.81559,2.361586
'fixed_2 Neutrali_63',2.180497,-17.0177,2.180497
'fixed_2 Neutrali_64',2.346278,-14.81619,2.346278
'fixed_2 Neutrali_65',2.094847,-14.29917,2.094847
'fixed_2 Neutrali_66',2.620086,-17.19292,2.620086
'fixed_2 Neutrali_67',2.329164,-16.89868,2.329164
'fixed_2 Neutrali_68',2.128752,-17.76161,2.128752
'fixed_2 Neutrali_69',2.07179,-13.57538,2.07179
'fixed_2 Neutrali_70',2.642449,-17.35031,2.642449
'fixed_2 Neutrali_71',2.902983,-17.62836,2.902983
'fixed_2 Neutrali_72',2.989159,-18.87799,2.989159
'fixed_2 Neutrali_73',2.259651,-14.81844,2.259651
'fixed_2 Neutrali_74',2.647795,-17.12025,2.647795
'fixed_2 Neutrali_75',2.188651,-14.94583,2.188651
'fixed_2 Neutrali_76',2.519023,-17.76934,2.519023
'fixed_2 Neutrali_77',2.638993,-16.56114,2.638993
'fixed_2 Neutrali_78',2.816737,-16.29072,2.816737
'fixed_2 Neutrali_79',2.749004,-17.25036,2.749004
'fixed_2 Neutrali_80',2.707722,-17.26813,2.707722
'fixed_2 Neutrali_81',2.522393,-17.77684,2.522393
'fixed_2 Neutrali_82',2.256544,-16.16137,2.256544
'fixed_2 Neutrali_83',2.460548,-16.25858,2.460548
'fixed_2 Neutrali_84',2.629001,-17.21448,2.629001
'fixed_2 Neutrali_85',2.280733,-16.95165,2.280733
'fixed_2 Neutrali_86',2.487553,-19.42122,2.487553
'fixed_2 Neutrali_87',2.603629,-18.8263,2.603629
'fixed_2 Neutrali_88',2.854743,-17.19618,2.854743
'fixed_2 Neutrali_89',2.708149,-18.10201,2.708149
'fixed_2 Neutrali_90',2.785893,-17.60268,2.785893
'fixed_2 Neutrali_91',2.915642,-17.48362,2.915642
'fixed_2 Neutrali_92',2.731928,-17.18751,2.731928
'fixed_2 Neutrali_93',2.891381,-17.87,2.891381
'fixed_2 Neutrali_94',2.774124,-18.29202,2.774124
'fixed_2 Neutrali_95',2.760031,-18.35765,2.760031
'fixed_2 Neutrali_96',2.302299,-14.91512,2.302299
'fixed_2 Neutrali_97',2.120334,-14.55847,2.120334
'fixed_2 Neutrali_98',2.468316,-17.65396,2.468316
'fixed_2 Neutrali_99',2.640229,-18.11372,2.640229
'fixed_2 Pyktis_01',2.020708,-14.57153,2.020708
'fixed_2 Pyktis_02',2.171427,-14.28179,2.171427
'fixed_2 Pyktis_03',2.654346,-17.76086,2.654346
'fixed_2 Pyktis_04',2.731123,-19.1872,2.731123
'fixed_2 Pyktis_05',2.617467,-16.79394,2.617467
'fixed_2 Pyktis_06',2.813888,-17.9185,2.813888
'fixed_2 Pyktis_07',2.78597,-18.36201,2.78597
'fixed_2 Pyktis_08',2.553776,-17.46941,2.553776
'fixed_2 Pyktis_09',2.44869,-16.78583,2.44869
'fixed_2 Pyktis_10',2.631597,-18.27592,2.631597
'fixed_2 Pyktis_100',2.280148,-17.08587,2.280148
'fixed_2 Pyktis_11',2.762566,-17.46537,2.762566
'fixed_2 Pyktis_12',2.303094,-16.68703,2.303094
'fixed_2 Pyktis_13',2.255024,-18.98551,2.255024
'fixed_2 Pyktis_14',2.505349,-18.1266,2.505349
'fixed_2 Pyktis_15',2.862093,-18.31089,2.862093
'fixed_2 Pyktis_16',2.355705,-18.46053,2.355705
'fixed_2 Pyktis_17',2.462124,-18.48531,2.462124
'fixed_2 Pyktis_18',2.404,-17.09349,2.404
'fixed_2 Pyktis_19',2.375204,-17.99962,2.375204
'fixed_2 Pyktis_20',2.344062,-17.78572,2.344062
'fixed_2 Pyktis_21',2.596097,-16.66482,2.596097
'fixed_2 Pyktis_22',2.140266,-16.50351,2.140266
'fixed_2 Pyktis_23',2.242066,-16.47645,2.242066
'fixed_2 Pyktis_24',1.973178,-15.91599,1.973178
'fixed_2 Pyktis_25',2.164754,-17.05315,2.164754
'fixed_2 Pyktis_26',2.543526,-18.4195,2.543526
'fixed_2 Pyktis_27',2.388216,-17.27582,2.388216
'fixed_2 Pyktis_28',2.156309,-17.96534,2.156309
'fixed_2 Pyktis_29',2.623806,-17.56201,2.623806
'fixed_2 Pyktis_30',2.15533,-16.77134,2.15533
'fixed_2 Pyktis_31',2.035182,-14.91421,2.035182
'fixed_2 Pyktis_32',1.930509,-16.53668,1.930509
'fixed_2 Pyktis_33',2.0425,-18.64939,2.0425
'fixed_2 Pyktis_34',2.203857,-17.34872,2.203857
'fixed_2 Pyktis_35',1.829213,-16.81887,1.829213
'fixed_2 Pyktis_36',1.847097,-17.24534,1.847097
'fixed_2 Pyktis_37',2.164975,-18.35193,2.164975
'fixed_2 Pyktis_38',2.231442,-16.81218,2.231442
'fixed_2 Pyktis_39',1.742166,-15.98142,1.742166
'fixed_2 Pyktis_40',2.330353,-17.46577,2.330353
'fixed_2 Pyktis_41',2.12269,-17.83778,2.12269
'fixed_2 Pyktis_42',2.066795,-17.02332,2.066795
'fixed_2 Pyktis_43',1.740233,-16.67154,1.740233
'fixed_2 Pyktis_44',1.961852,-18.23768,1.961852
'fixed_2 Pyktis_45',1.676146,-15.82121,1.676146
'fixed_2 Pyktis_46',2.067118,-16.62999,2.067118
'fixed_2 Pyktis_47',1.989942,-16.60806,1.989942
'fixed_2 Pyktis_48',1.892803,-15.73513,1.892803
'fixed_2 Pyktis_49',2.159563,-16.90574,2.159563
'fixed_2 Pyktis_50',1.975191,-17.54148,1.975191
'fixed_2 Pyktis_51',2.388882,-17.96047,2.388882
'fixed_2 Pyktis_52',2.363434,-18.21421,2.363434
'fixed_2 Pyktis_53',2.102679,-18.19671,2.102679
'fixed_2 Pyktis_54',2.39802,-18.23513,2.39802
'fixed_2 Pyktis_55',2.056841,-17.18229,2.056841
'fixed_2 Pyktis_56',2.303332,-17.32048,2.303332
'fixed_2 Pyktis_57',2.300317,-16.65454,2.300317
'fixed_2 Pyktis_58',1.813749,-16.72196,1.813749
'fixed_2 Pyktis_59',2.181582,-17.93868,2.181582
'fixed_2 Pyktis_60',2.26223,-15.56167,2.26223
'fixed_2 Pyktis_61',2.055402,-17.48749,2.055402
'fixed_2 Pyktis_62',1.888738,-17.95426,1.888738
'fixed_2 Pyktis_63',2.055724,-17.12114,2.055724
'fixed_2 Pyktis_64',2.031086,-15.9299,2.031086
'fixed_2 Pyktis_65',2.603457,-17.68648,2.603457
'fixed_2 Pyktis_66',2.393003,-16.92011,2.393003
'fixed_2 Pyktis_67',2.214077,-14.86088,2.214077
'fixed_2 Pyktis_68',2.154695,-16.97801,2.154695
'fixed_2 Pyktis_69',1.729579,-17.05501,1.729579
'fixed_2 Pyktis_70',2.07059,-17.49156,2.07059
'fixed_2 Pyktis_71',2.259108,-15.91633,2.259108
'fixed_2 Pyktis_72',2.395582,-17.81109,2.395582
'fixed_2 Pyktis_73',2.329817,-18.10504,2.329817
'fixed_2 Pyktis_74',2.308975,-17.5846,2.308975
'fixed_2 Pyktis_75',2.213444,-16.21534,2.213444
'fixed_2 Pyktis_76',2.400318,-17.56331,2.400318
'fixed_2 Pyktis_77',2.221008,-16.60416,2.221008
'fixed_2 Pyktis_78',2.322639,-16.93719,2.322639
'fixed_2 Pyktis_79',2.407503,-16.33074,2.407503
'fixed_2 Pyktis_80',2.36827,-17.96063,2.36827
'fixed_2 Pyktis_81',2.161244,-17.95617,2.161244
'fixed_2 Pyktis_82',2.29367,-16.25541,2.29367
'fixed_2 Pyktis_83',2.109149,-15.83486,2.109149
'fixed_2 Pyktis_84',2.233004,-16.43176,2.233004
'fixed_2 Pyktis_85',2.158601,-17.95447,2.158601
'fixed_2 Pyktis_86',2.577811,-18.04895,2.577811
'fixed_2 Pyktis_87',2.600867,-17.50745,2.600867
'fixed_2 Pyktis_88',2.615545,-17.57784,2.615545
'fixed_2 Pyktis_89',2.097614,-16.5632,2.097614
'fixed_2 Pyktis_90',2.358261,-16.65924,2.358261
'fixed_2 Pyktis_91',2.57886,-16.14504,2.57886
'fixed_2 Pyktis_92',2.782459,-18.27975,2.782459
'fixed_2 Pyktis_93',2.626327,-17.61602,2.626327
'fixed_2 Pyktis_94',2.430705,-17.91709,2.430705
'fixed_2 Pyktis_95',2.443465,-16.32731,2.443465
'fixed_2 Pyktis_96',2.694684,-17.51434,2.694684
'fixed_2 Pyktis_97',2.191823,-17.34088,2.191823
'fixed_2 Pyktis_98',2.104755,-17.17968,2.104755
'fixed_2 Pyktis_99',2.281082,-16.27176,2.281082
'fixed_3 Dziaugsmas_01',1.541553,-13.6213,1.541553
'fixed_3 Dziaugsmas_02',1.274158,-11.91283,1.274158
'fixed_3 Dziaugsmas_03',1.367672,-13.2566,1.367672
'fixed_3 Dziaugsmas_04',1.607268,-14.39864,1.607268
'fixed_3 Dziaugsmas_05',1.470466,-13.03551,1.470466
'fixed_3 Dziaugsmas_06',1.402238,-12.96139,1.402238
'fixed_3 Dziaugsmas_07',1.494412,-14.74318,1.494412
'fixed_3 Dziaugsmas_08',1.39296,-13.31881,1.39296
'fixed_3 Dziaugsmas_09',1.312382,-12.78998,1.312382
'fixed_3 Dziaugsmas_10',1.491533,-13.03147,1.491533
'fixed_3 Dziaugsmas_100',1.471047,-13.03812,1.471047
'fixed_3 Dziaugsmas_11',1.333537,-12.53974,1.333537
'fixed_3 Dziaugsmas_12',1.699583,-12.54339,1.699583
'fixed_3 Dziaugsmas_13',1.482474,-13.34389,1.482474
'fixed_3 Dziaugsmas_14',1.725971,-12.00027,1.725971
'fixed_3 Dziaugsmas_15',1.59874,-12.60289,1.59874
'fixed_3 Dziaugsmas_16',1.475585,-11.89116,1.475585
'fixed_3 Dziaugsmas_17',1.226798,-12.39098,1.226798
'fixed_3 Dziaugsmas_18',1.392257,-12.441,1.392257
'fixed_3 Dziaugsmas_19',1.455807,-11.10116,1.455807
'fixed_3 Dziaugsmas_20',1.80696,-12.38027,1.80696
'fixed_3 Dziaugsmas_21',2.024549,-13.53461,2.024549
'fixed_3 Dziaugsmas_22',1.970595,-12.79131,1.970595
'fixed_3 Dziaugsmas_23',1.515896,-12.88449,1.515896
'fixed_3 Dziaugsmas_24',1.457297,-12.58223,1.457297
'fixed_3 Dziaugsmas_25',1.594792,-12.85764,1.594792
'fixed_3 Dziaugsmas_26',1.60245,-12.46789,1.60245
'fixed_3 Dziaugsmas_27',1.763443,-13.48059,1.763443
'fixed_3 Dziaugsmas_28',1.58707,-13.76741,1.58707
'fixed_3 Dziaugsmas_29',1.875836,-13.16888,1.875836
'fixed_3 Dziaugsmas_30',1.440952,-13.12545,1.440952
'fixed_3 Dziaugsmas_31',1.580917,-12.49131,1.580917
'fixed_3 Dziaugsmas_32',1.312175,-12.50243,1.312175
'fixed_3 Dziaugsmas_33',1.610772,-13.41054,1.610772
'fixed_3 Dziaugsmas_34',1.762682,-12.69841,1.762682
'fixed_3 Dziaugsmas_35',1.462629,-12.63958,1.462629
'fixed_3 Dziaugsmas_36',1.472175,-11.80605,1.472175
'fixed_3 Dziaugsmas_37',1.59836,-13.22584,1.59836
'fixed_3 Dziaugsmas_38',1.572838,-12.24714,1.572838
'fixed_3 Dziaugsmas_39',1.808934,-13.11344,1.808934
'fixed_3 Dziaugsmas_40',1.730145,-12.59857,1.730145
'fixed_3 Dziaugsmas_41',1.614087,-12.35428,1.614087
'fixed_3 Dziaugsmas_42',1.695025,-12.41447,1.695025
'fixed_3 Dziaugsmas_43',1.819374,-13.14114,1.819374
'fixed_3 Dziaugsmas_44',1.550223,-13.70161,1.550223
'fixed_3 Dziaugsmas_45',1.843292,-13.78062,1.843292
'fixed_3 Dziaugsmas_46',1.6921,-13.80524,1.6921
'fixed_3 Dziaugsmas_47',1.821101,-12.27104,1.821101
'fixed_3 Dziaugsmas_48',1.811601,-12.73158,1.811601
'fixed_3 Dziaugsmas_49',1.725606,-11.21241,1.725606
'fixed_3 Dziaugsmas_50',1.651437,-13.51264,1.651437
'fixed_3 Dziaugsmas_51',1.88132,-13.79939,1.88132
'fixed_3 Dziaugsmas_52',1.834705,-13.49878,1.834705
'fixed_3 Dziaugsmas_53',1.959341,-13.51131,1.959341
'fixed_3 Dziaugsmas_54',1.644516,-12.89278,1.644516
'fixed_3 Dziaugsmas_55',1.796939,-12.62419,1.796939
'fixed_3 Dziaugsmas_56',1.784418,-11.71963,1.784418
'fixed_3 Dziaugsmas_57',1.924155,-13.34429,1.924155
'fixed_3 Dziaugsmas_58',1.762859,-13.2797,1.762859
'fixed_3 Dziaugsmas_59',1.798411,-13.29851,1.798411
'fixed_3 Dziaugsmas_60',1.456015,-12.5092,1.456015
'fixed_3 Dziaugsmas_61',1.753515,-12.10853,1.753515
'fixed_3 Dziaugsmas_62',1.808449,-13.7354,1.808449
'fixed_3 Dziaugsmas_63',1.903041,-12.50653,1.903041
'fixed_3 Dziaugsmas_64',1.842819,-14.57809,1.842819
'fixed_3 Dziaugsmas_65',1.945738,-14.26034,1.945738
'fixed_3 Dziaugsmas_66',1.538894,-12.78358,1.538894
'fixed_3 Dziaugsmas_67',1.680261,-12.41621,1.680261
'fixed_3 Dziaugsmas_68',1.651299,-12.72247,1.651299
'fixed_3 Dziaugsmas_69',1.822506,-12.81812,1.822506
'fixed_3 Dziaugsmas_70',1.785616,-14.82054,1.785616
'fixed_3 Dziaugsmas_71',1.673644,-12.41267,1.673644
'fixed_3 Dziaugsmas_72',2.141045,-14.35429,2.141045
'fixed_3 Dziaugsmas_73',1.68357,-12.6803,1.68357
'fixed_3 Dziaugsmas_74',1.875789,-13.85134,1.875789
'fixed_3 Dziaugsmas_75',1.533522,-12.71374,1.533522
'fixed_3 Dziaugsmas_76',1.688715,-11.61628,1.688715
'fixed_3 Dziaugsmas_77',1.659871,-12.09814,1.659871
'fixed_3 Dziaugsmas_78',2.104854,-12.84069,2.104854
'fixed_3 Dziaugsmas_79',1.657828,-13.09873,1.657828
'fixed_3 Dziaugsmas_80',1.784976,-12.68408,1.784976
'fixed_3 Dziaugsmas_81',1.382836,-11.57351,1.382836
'fixed_3 Dziaugsmas_82',1.849798,-11.98521,1.849798
'fixed_3 Dziaugsmas_83',1.614221,-13.89732,1.614221
'fixed_3 Dziaugsmas_84',1.740281,-12.27392,1.740281
'fixed_3 Dziaugsmas_85',1.533611,-13.58891,1.533611
'fixed_3 Dziaugsmas_86',1.730831,-14.001,1.730831
'fixed_3 Dziaugsmas_87',1.774688,-12.76564,1.774688
'fixed_3 Dziaugsmas_88',1.79299,-14.49929,1.79299
'fixed_3 Dziaugsmas_89',1.663064,-12.16162,1.663064
'fixed_3 Dziaugsmas_90',1.786957,-12.16294,1.786957
'fixed_3 Dziaugsmas_91',1.829841,-12.77501,1.829841
'fixed_3 Dziaugsmas_92',1.680802,-11.5589,1.680802
'fixed_3 Dziaugsmas_93',1.943527,-12.24083,1.943527
'fixed_3 Dziaugsmas_94',1.595713,-12.17407,1.595713
'fixed_3 Dziaugsmas_95',1.649119,-12.76002,1.649119
'fixed_3 Dziaugsmas_96',1.831015,-13.24616,1.831015
'fixed_3 Dziaugsmas_97',1.547982,-12.111,1.547982
'fixed_3 Dziaugsmas_98',1.792797,-11.48215,1.792797
'fixed_3 Dziaugsmas_99',1.873136,-11.71238,1.873136
'fixed_3 Liudesys_01',2.267351,-14.85275,2.267351
'fixed_3 Liudesys_02',1.457173,-12.12122,1.457173
'fixed_3 Liudesys_03',1.649736,-14.04863,1.649736
'fixed_3 Liudesys_04',2.04291,-13.096,2.04291
'fixed_3 Liudesys_05',1.598108,-13.56136,1.598108
'fixed_3 Liudesys_06',1.635647,-14.0172,1.635647
'fixed_3 Liudesys_07',1.546466,-14.47547,1.546466
'fixed_3 Liudesys_08',1.426051,-13.32163,1.426051
'fixed_3 Liudesys_09',1.409631,-12.77808,1.409631
'fixed_3 Liudesys_10',1.417414,-13.61956,1.417414
'fixed_3 Liudesys_100',1.215635,-14.66375,1.215635
'fixed_3 Liudesys_11',1.380918,-13.92565,1.380918
'fixed_3 Liudesys_12',1.77663,-13.82171,1.77663
'fixed_3 Liudesys_13',1.481499,-14.44014,1.481499
'fixed_3 Liudesys_14',1.586502,-13.46153,1.586502
'fixed_3 Liudesys_15',1.464731,-14.0513,1.464731
'fixed_3 Liudesys_16',1.523537,-14.51084,1.523537
'fixed_3 Liudesys_17',1.477518,-14.3284,1.477518
'fixed_3 Liudesys_18',1.498422,-14.10917,1.498422
'fixed_3 Liudesys_19',1.437278,-13.63227,1.437278
'fixed_3 Liudesys_20',1.710177,-14.75529,1.710177
'fixed_3 Liudesys_21',1.686538,-14.68738,1.686538
'fixed_3 Liudesys_22',1.867827,-13.7895,1.867827
'fixed_3 Liudesys_23',1.84763,-13.25399,1.84763
'fixed_3 Liudesys_24',1.580046,-13.29898,1.580046
'fixed_3 Liudesys_25',1.478526,-13.72176,1.478526
'fixed_3 Liudesys_26',1.566065,-13.23056,1.566065
'fixed_3 Liudesys_27',1.694196,-15.15973,1.694196
'fixed_3 Liudesys_28',1.498719,-14.20137,1.498719
'fixed_3 Liudesys_29',1.800097,-14.62158,1.800097
'fixed_3 Liudesys_30',1.308015,-13.57266,1.308015
'fixed_3 Liudesys_31',1.507776,-14.18641,1.507776
'fixed_3 Liudesys_32',1.223702,-14.18763,1.223702
'fixed_3 Liudesys_33',1.485721,-13.99651,1.485721
'fixed_3 Liudesys_34',1.530876,-14.04629,1.530876
'fixed_3 Liudesys_35',1.59026,-14.11081,1.59026
'fixed_3 Liudesys_36',1.449841,-13.62022,1.449841
'fixed_3 Liudesys_37',1.594879,-14.73771,1.594879
'fixed_3 Liudesys_38',1.739515,-14.12848,1.739515
'fixed_3 Liudesys_39',1.709102,-14.74,1.709102
'fixed_3 Liudesys_40',1.365988,-13.53587,1.365988
'fixed_3 Liudesys_41',1.491368,-13.0869,1.491368
'fixed_3 Liudesys_42',1.315676,-13.72594,1.315676
'fixed_3 Liudesys_43',1.687929,-13.76149,1.687929
'fixed_3 Liudesys_44',1.391626,-14.33122,1.391626
'fixed_3 Liudesys_45',1.540038,-15.06909,1.540038
'fixed_3 Liudesys_46',1.431107,-14.38489,1.431107
'fixed_3 Liudesys_47',1.580503,-13.30959,1.580503
'fixed_3 Liudesys_48',1.431441,-13.57504,1.431441
'fixed_3 Liudesys_49',1.320815,-12.36074,1.320815
'fixed_3 Liudesys_50',1.410591,-14.18358,1.410591
'fixed_3 Liudesys_51',1.539026,-13.09529,1.539026
'fixed_3 Liudesys_52',1.31221,-13.37345,1.31221
'fixed_3 Liudesys_53',1.312524,-14.20628,1.312524
'fixed_3 Liudesys_54',1.232688,-14.20693,1.232688
'fixed_3 Liudesys_55',1.31627,-14.06044,1.31627
'fixed_3 Liudesys_56',1.333532,-14.0251,1.333532
'fixed_3 Liudesys_57',1.426466,-14.7043,1.426466
'fixed_3 Liudesys_58',1.233683,-15.02183,1.233683
'fixed_3 Liudesys_59',1.157042,-14.86079,1.157042
'fixed_3 Liudesys_60',1.213636,-14.03585,1.213636
'fixed_3 Liudesys_61',1.277214,-14.13717,1.277214
'fixed_3 Liudesys_62',1.177042,-15.33392,1.177042
'fixed_3 Liudesys_63',1.273476,-14.01988,1.273476
'fixed_3 Liudesys_64',1.426515,-14.20205,1.426515
'fixed_3 Liudesys_65',1.469686,-14.40687,1.469686
'fixed_3 Liudesys_66',1.180615,-14.44903,1.180615
'fixed_3 Liudesys_67',1.183442,-14.80971,1.183442
'fixed_3 Liudesys_68',1.232555,-14.51134,1.232555
'fixed_3 Liudesys_69',1.355035,-14.21442,1.355035
'fixed_3 Liudesys_70',1.398772,-13.94563,1.398772
'fixed_3 Liudesys_71',1.204378,-13.79977,1.204378
'fixed_3 Liudesys_72',1.117524,-14.28074,1.117524
'fixed_3 Liudesys_73',1.093828,-13.25875,1.093828
'fixed_3 Liudesys_74',1.117257,-14.31668,1.117257
'fixed_3 Liudesys_75',1.070869,-13.69007,1.070869
'fixed_3 Liudesys_76',1.265068,-13.83665,1.265068
'fixed_3 Liudesys_77',1.247507,-13.33699,1.247507
'fixed_3 Liudesys_78',1.359374,-14.2673,1.359374
'fixed_3 Liudesys_79',1.417769,-13.25708,1.417769
'fixed_3 Liudesys_80',1.443135,-14.26979,1.443135
'fixed_3 Liudesys_81',1.177839,-14.63417,1.177839
'fixed_3 Liudesys_82',1.22045,-12.92081,1.22045
'fixed_3 Liudesys_83',1.324299,-14.14178,1.324299
'fixed_3 Liudesys_84',1.442729,-14.70397,1.442729
'fixed_3 Liudesys_85',1.143471,-13.87401,1.143471
'fixed_3 Liudesys_86',1.14598,-13.73706,1.14598
'fixed_3 Liudesys_87',1.234693,-14.04193,1.234693
'fixed_3 Liudesys_88',1.338541,-13.75158,1.338541
'fixed_3 Liudesys_89',0.956318,-13.96107,0.956318
'fixed_3 Liudesys_90',1.408763,-14.58736,1.408763
'fixed_3 Liudesys_91',1.268367,-14.47329,1.268367
'fixed_3 Liudesys_92',1.213806,-13.29035,1.213806
'fixed_3 Liudesys_93',1.441166,-13.38028,1.441166
'fixed_3 Liudesys_94',1.260297,-13.46433,1.260297
